"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
房地产营销总监/营销策划总监/市场营销总监,15000-19999/月,17499.5,四川金佛投资集团有限公司,民营公司,500-1000人,青羊工业总部基地N区30栋,1823,1084,公共交通,1人 | 学历不限 | 工作经验不限,2016-12-26,"
						职位描述：
岗位职责： 1、负责集团公司项目的招商工作
2、根据公司制定的整体工作计划，制定招商计划和总体任务的分解方案，带领团队完成招商任务
3、组织招商运营计划的拟定；专业市场的定位；招商方案的实施，组织完成招商目标的实施及监控管理

4、负责所属项目市场调研分析，撰写项目定位、策划及实施方案；

5、协助招商人员引进客户加速成交，及时掌握招商人员的客户情况 负责完成公司安排的其它工作.

任职资格：1、35-45岁，市场营销、管理学等相关专业，本科及以上学历。

2、从事过商业地产销售总监岗位，10年以上商业地产行业类似工作经历，有很好的客户资源 。

3",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78442933
数值策划,6000-7999/月,6999.5,成都世纪阳天科技有限公司,民营公司,150-500人,火车南站西路38号民航快递3楼,8609,2985,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						岗位职责：
1、完成游戏的数值设计部分，把控数值设计，确保游戏严谨、合理、平衡、乐趣、可持续发展；
2、熟练运用各种数学公式构造计算公式及数值发展曲线，能准确地数学建模；
3、游戏系统中各种数值的设定、测试、调整、配平及管理；
4、负责数值相关表格的填写、配置、维护；


任职要求：
1、专业不限，大专及以上学历；
2、热爱游戏事业，熟悉移动游戏，了解各类游戏数值体系，对数值有足够的敏感；
3、1年以上棋牌数值策划工作经验，有游戏数值建模规划经验；
4、有优秀的数学功底和严密的逻辑思维能力，能够根据项目要求对各个系统的数值体系进行设计和调整；
5、熟悉网络游戏中经典作品的平衡原",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76850195
策划总监（前期）,10000-14999/月,12499.5,成都思源房地产经纪有限公司,上市公司,150-500人,成都市高新区天晖路360号晶科一号2001-2002,10844,2524,公共交通,1人 | 学历不限 | 5-7年工作经验,2016-12-26,"
						岗位职责:
　　1、负责项目全面策划工作，对策划报告及策划方案负全责；
　　2、 根据公司总体销售目标，制定营销计划和推广方案，并监督和推动营销各环节的运作统筹，达成销售目标；
　　3、 进行房地产行业市场及政策的宏观研究，独立撰写研究分析报告，为公司决策及业务拓展提供支持；
　　4、负责与开发商的沟通、配合及协调工作；
　　5、 负责策划团队的日常管理和业务培训、考核。

职位要求：
　　1大学本科及以上学历，广告、新闻、建筑、经济学等相关专业；
        2、有3年以上地产行业策划管理岗位任职经验；
　　3 优秀的沟通、协调、决策及操控能力，卓越的市",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78434151
市场策划/活动策划,5000-10000/月,7500,成都市泽南贸易有限公司,民营公司,500-1000人,成都市建设北路三段301号泽南大厦4楼人事部,5479,2614,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1.负责对零售百货门店的活动需求进行沟通，根据营运部要求，结合市场及商场情况，制定有创意的年度活动策划方案
2.负责针对公司新品制定可行有创意的新品推广方案
3.负责新区域市场，为新开门店制定有效的开业活动方案，利用开业活动在拉动销售
4.负责门店每月常规主题活动策划
5.负责对门店活动销量的预估，以及成本的预算
6.负责门店活动执行进行指导和协调
7.负责对门店活动效果的评估和分析，并提出意见和建议
8.负责和设计人员制定有效的活动宣传物料，并对门店宣传制定可操作的操作方案，并对各类广宣品持有建议权
9.领导安排的其他事宜

任职资格：
1.25-35岁，大专以上",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82395523
专业设计策划人员,8000-10000/月,9000,四川新生命干细胞科技股份有限公司,,150-500人,成都市金牛区金泉路15号,13320,2834,公共交通,若干人 | 大专 | 3-4年工作经验,2016-12-26,"
						工作职责：
1、负责策划案的撰写工作及提案工作；及整体策划案的把控。内部协调项目的开展与执行。
2、辅助团队成员完成项目整体或单项创意策划及提案工作，对PPT要求格外熟练；
3、制定项目稿件写作计划。
4、市场行业分析，方案撰写。

职位描述
1、 诚实、有责任心。对工作有热情，对专业有追求。
2、 对品牌、市场、营销有独立观点。
3、 思维敏捷清晰，有陈述提案的能力，能够承受较大的工作压力。
4、 从事策划专业3年以上工作经验，具有品牌策划、营销策划、广告传播、公关执行等行业的实际运作经验，能够独立完成有效的策划工作。
5、 具有良好和流畅的文笔，能独立组织和完成整体策划项目",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=62264404
销售策划部副经理,15-20万/年,14583.33,成都富力地产开发有限公司,上市公司,500-1000人,成都市顺城大街269号富力中心17楼,2694,1449,公共交通,1人 | 本科 | 5-7年工作经验,2016-12-26,"
工作职责： 1.对各项目的策划、销售方案把关，促进公司销售业绩的提升； 2.制定每月（周）促销计划、工作计划；制定每月推广费用的预算表及媒介安排，每周跟进平面广告的定稿及确定户外广告、电视、广播等制作；检查现场情况及确定现场推广布置方案； 3.与内部相关部门（工程技术部、物业公司）协调，推动售楼部、样板房等按要求交付使用。；4.协助部门领导完成相关工作。任职资格： 1.40岁以下，大学本科以上学历，市场营销或房地产相关专业； 2.5年以上房地产行业工作经验，有同岗位管理经验者优先； 3.具备房地产项目全程策划销售经验，包括项目的规划设计、户型装修等产品设计、宣传推广策略的制定、销售策略等，熟",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=68270379
电商部市场策划总监,8000-9999/月,8999.5,成都蜀秀商贸有限公司,民营公司,1000-5000人,成都市成华区双荆路2号招商雍华府2期16栋13楼,10039,2715,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1、 全面负责公司电商部营销策划工作，参与公司重大经营决策，组织制定电商部营销发展战略；
2、组织收集市场信息、客户反馈信息、竞争对手战略分析等；
3、负责电商部整体市场规划、市场调研与销售预测、网络建设、品牌建设，重要客户管理，严格控制各项费用及成本；
4、负责电商部的整体运营指导，包括在线宣传推广、活动策划及日常运营；
6、分析把握最终用户及合作伙伴的需求，整理分析运营的各项数据，及时撰写网站运营分析报告，并提出合理化建议。
5、建立并不断优化运营流程，人才梯队的建设及管理培养；

任职要求：
1、精通淘宝、天猫、京东、苏宁、阿里巴巴等网络交易平",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80384415
资深文案策划,4000-8000/月,6000,成都新世纪妇女儿童医院,民营公司,150-500人,成都市青羊区小南街包家巷77号（成都市第九人民医院/成都市妇产科医院旧址处）,4602,1583,公共交通,若干人 | 大专 | 3-4年工作经验,2016-12-26,"
						工作职责：

1.根据成都新世纪妇儿医院网络推广营销计划进行文案内容编辑，策划话题，发布原创信息，引导关注。
2.在公司内部平台、微博、微信、官网、博客等媒体进行内容发布、维护及互动。
3.跟踪各类媒体上关于公司业务方向的宣传报道，判断市场趋势和热点，及时提供品牌宣传建议。
4.领导交予的其他工作。

任职要求：

1.熟悉新媒体，热爱写作，兴趣多元，擅长多元化编辑；
2.有独特的观察视角，善于总结、点评，提炼精华；
3.文笔优秀，有很强的策划、创作能力；
4.熟悉移动互联网，有互联网媒体编辑，策划，推广等1年以上经验；
5.熟练掌握英语优先；
6.具有良",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=67693788
营销策划总监,20-30万/年,20833.33,四川红泰房地产开发有限公司,民营公司,500-1000人,成都市清江东路8号清江花园综合楼四楼,6516,1976,公共交通,1人 | 本科 | 10年以上工作经验 | 英语 良好,2016-12-26,"
						工作内容:
一、集团工作；
1、参与制定公司的发展战略、经营战略和经营计划，优化集团标准化管理及文化建设；
2、参与公司发展规划、业务经营计划的编制和公司重大决策的讨论；
3、协助总裁作战略研究、产业研究、细化公司意图，对公司成果组织培训与督导；
4、负责制定公司产业链的产品设计、经营定位、商业模式、盈利模式等；
5、负责制定并落实公司项目招商、融资的资源整合及宣传推广工作；
6、负责组织并主持公司授权下大型推广会工作（项目招商会、产品推介会、新品发布会、项目融资会等）；
7、负责公司的品牌建设管理（公司品牌建立、品牌应用管理、品牌价值管理）。
二、部门工作
8、负责营销策划部",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78160343
策划经理,6000-7999/月,6999.5,四川沱牌舍得营销有限公司,民营公司,1000-5000人,成都市高新区环球中心E1单元11楼9号（地铁1号线锦城广场A出口对面）,14368,3315,公共交通,1人 | 学历不限 | 工作经验不限,2016-12-26,"
						岗位职责
1、负责协助总经理经理做好市场调研及策划工作。
2、负责公司广告、公关、促销活动的效果评估工作；
3、负责公司与广告、公关、促销活动有关的图片收集，新闻信息收集，并传递给品牌公关部用于宣传；负责月度、季度、年度优秀营销案例的收集、整理，并提交公司审定后，定期提交各销售区学习。
4、负责本部门培训资料的管理、销售百宝箱的完善和管理。

任职要求：
1、 市场营销、工商管理类本科及以上学历，精通市场营销策划、掌握品牌管理、渠道管理、价格管理等知识；
2、 五年以上快消行业市场营销策划经验，其中三年以上同类岗位工作经验，优秀的市场策划和方案撰写能力；
3、沟通表达能力强，组",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79863566
