"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
运营经理,1-1.5万/月,12500,倍科电子技术服务（成都）有限公司,外资（欧美）,500-1000人,四川省成都市金牛区沙湾路1#汇龙湾广场5040,6638,2209,公共交通,1人 | 本科 | 5-7年工作经验 | 英语 ,2017-02-23,"
						任职要求:
1.本科以上，5年以上工作经验，至少3年以上检测/认证/验货/产品服务行业经验，5年以上销售管理工作经验；
2.良好的沟通能力，领导能力以及团队合作能力；
3.良好的责任心及目标驱动动；
4.英语六级以上，具有熟练同外籍人士交流的能力；
5.熟悉纺织品/玩具/鞋类/电子电器等产品检测.
6.32-40岁，有经验者优先。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83281359
运营部职员（影院管理）,6-8千/月,7000,四川省电影公司,国企,1000-5000人,锦江区署袜南街29号,2152,1085,公共交通,2人 | 大专 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1、负责新建影城全面筹建工作；
2、协调各相关部门做好新项目筹建，并核查开业前期各项营运工作是否到位，确保影城准时开业；
3、在新项目招聘的人员未到位之时，代为负责各项筹建工作；
4、跟进新建影城运营状况，确保运营正常；
5、对影城进行运营作工监督指导以达到公司要求之运营及服务标准；
6、完成上级交办的其他工作。
任职要求：
1、35岁以下，管理、服务相关专业大专及以上学历。
2、三年以上工作经验，能熟练操作电脑。熟悉大型院线或影业公司总部、区域、影城管理或酒店运营、卖场运营同等岗位者优先。 
3、具有的沟通能力、组织协调能力；具备良好的行文能力；关注细节，通晓培训",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85160252
商业运营主管,1-1.5万/月,12500,成都华宇业瑞房地产开发有限公司,民营公司,500-1000人,成都市武侯区人民南路四段北12号华宇蓉国府写字楼21楼,7244,2050,公共交通,若干人 | 学历不限 | 工作经验不限,2017-02-23,"
						岗位职责：
1、了解本地区商业地产环境和发展趋势，熟悉房地产商业运作流程。
2、完成商业地产全程策划报告参与商业项目运营管理方案的制定。
3、实施公司商业策略，推进项目销售及招商工作。
4、负责项目合作协议书的起草、修订、协商、签署，已有项目续签、变更、合作等运营维护。
5、负责政府关系、公共关系的拓展、建立、维护。
任职资格：
1、市场营销、工商管理及相关专业。
2、3年以上地产公司相关工作经验，从事过大中型商业项目的市场定位、招商、运营管理等具体工作。
3、对市场具有一定研究，行业敏感度较高，具有独立分析数据信息、确定项目特质的能力。对项目、客户、产品的定位分析、业态及功能",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78448089
内容运营,6-8千/月,7000,四川金投金融电子服务股份有限公司,民营公司,1000-5000人,金牛区蜀西路42号,13632,3413,公共交通,1人 | 大专 | 工作经验不限,2017-02-23,"
						岗位职责
1、负责综合APP的内容频道及一切与内容运营相关的工作，并分析内容效果，优化内容推送策略；
2、结合社会热点，分析用户群体特征，挖掘金融话题，策划app内容频道；
3、参与产品活动的策划头脑风暴会议，为制定运营方案提供创意构想；
4、关注用户体验、平台价值，对APP内容的流量提升有所贡献，产品提升转化率提供建议；
任职资格
 1、 广告、营销、新闻、媒体等相关专业优先，微信或微博重度用户，对新媒体传播有独特兴趣，对于热点反应敏感，有微信公众号运营经验者优先；
2、 三观正脑洞大、熟悉网络用语，紧跟新媒体热点，能快速输出高质量传播性文案
3、对内容的传播性特别敏感，擅长",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81457736
运营总监/业务总监,5-7万/月,60000,中国太平洋人寿保险股份有限公司武侯支公司,国企,10000人以上,成都市武侯区佳灵路红牌楼商业广场1号楼9楼5区5部,9416,2218,公共交通,若干人 | 本科 | 5-7年工作经验,2017-02-23,"
						在经理的带领下负责部门日常事务的处理；
1、带领团队完成公司月度/季度/年度绩效目标；
3、参与公司战略规划并组织人员实施，擅长品牌管理肯创新管理；
4、主导人员招聘、甄选工作，并制定教育培训计划；
5、协助上级部门做好日常管理和培训以及激励辅导等管理工作；
6、负责从事客户客户投资理财规划和保险产品的销售；
7、具备团队建设能力，能根据公司制度对下属进行教育、培训以及绩效考核；
8、此职位为核心职位，要求人员具有较强的可塑性，具有非常强的团队意识和团队协同能力；
9、该职位要求具备在经公司培训后具备进一步晋升的潜质；
10、认同公司文化及公司所属行业。

",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80437603
天猫运营,5-8千/月,6500,四川省峨眉山竹叶青茶业有限公司,民营公司,1000-5000人,成都市武侯区航空路1号国航世纪中心B座501室,8372,2219,公共交通,2人 | 本科 | 2年工作经验,2017-02-23,"
						1.负责天猫店铺的日常营运与管理工作，有明确的营运思路；
2.能够熟练进行产品上下架，优惠设置，价格调动等操作；
3.根据制定的业绩目标，制定营运计划，确保目标完成；
4.负责店铺营运推广、引流等；
5.对数据有一定的洞察力，能对日常报表进行分析，调整产品结构，营运计划等；
6.能根据店铺的运营情况合理的安排团队成员的工作。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85031221
教学运营主管（金沙校区）,6-8千/月,7000,成都美迪教育科技有限公司,民营公司,10000人以上,成都市青羊区东城根下街红墙国际C座5F,4384,1935,公共交通,1人 | 大专 | 工作经验不限 | 普通话 良好 | 英语 良好,2017-02-22,"
						岗位职责：
1、负责校区日常运营管理，包括招生、教学、教务、日常事务处理等。
2、负责校区团队建设，包括员工的招聘、培训、激励、考评、奖惩等 ；
3、负责校区成本管理，保障人、财、物的合理配置。
4、带领团队做好招生、续费、转介绍、教学质量、服务品质等工作。
5、控制学生人数，处理退费问题，做好各项安全防护管理工作。
岗位要求：
1、大专及以上学历，2年以上教育培训行业从业经验，其中，有少儿英语授课经验优先。
2、熟悉当地教育培训机构，对校区运营管理有清晰的思路和策略，对教学管理、市场运营、团队管理有丰富经验的优先。
3、谈判能力强、组织协调能力好、沟通表达能力强、交际能力好、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76049060
运营校长（高薪校区运营管理岗/可接受外派）,0.8-1万/月,9000,上海考尚文化传播有限公司,民营公司,1000-5000人,成都市青羊区八宝街红墙国际（面试地址）,5386,1981,公共交通,2人 | 本科 | 3-4年工作经验,2017-02-22,"
						岗位职责：
1、负责校区整体运营管理工作，包括招生、教学、教务、日常事务等，保证校区各项工作绩效指标顺利达成。
2、组织策划各种招生、教学活动，建立正常的教学秩序，把控教学质量、监控教学过程，控制学生流失率、做好服务体系建设。
3、做好团队建设和员工思想建设，负责校区员工的招聘、培训培养、激励、考评、奖惩等。
4、全面落实各种规章制度，并在总部指导下，完善地区各项规章制度或工作规范、流程。
5、保障校区人、财、物合理配置，做好各种安全防护管理工作。
岗位要求：
1、 学历本科及以上，专业不限，年龄25-40岁，热爱教育，愿意长期发展。
2、 有三年以上工作经验，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84447558
运营经理,0.8-1万/月,9000,四川鼎晟资产管理有限责任公司,民营公司,10000人以上,成都市武侯区航空路7号华尔兹广场A座4楼,8355,2204,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-22,"
						岗位职责：
1、参与营运相关的制度编制和流程拟定，确保经营管理的规范有序；
2、负责分子公司市场调研提纲、台账等文件模板的拟订，确保分/子公司经营管理规范、有序；
3、通过分子公司对经营分析报告，市场调研报告，促销活动报告的收集、整理、分析，编写分子公司经营指导意见、资产公司经营分析报告、市场分析报告，供上级单位决策；
4、通过不定期对分子公司监督，确保营运合规、有序；
5、参与对分子公司经营预算编制的指导，确保指标合理；
6、参与商业信息化建设，以提升公司经营管理效率；
7、完成领导交办的其他事宜。
任职要求：
1.本科及以上学历，男女不限；
2.有5年以",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85329077
互联网项目运营总监,20+ 万/年,16666.67,成都融智汽车服务有限公司,上市公司,500-1000人,高新区高朋大道11号 高新科技工业园F栋5楼,8265,3375,公共交通,1人 | 大专 | 5-7年工作经验,2017-02-22,"
						工作职责：
1、负责各大IOS和Android市场关系的拓展及维护；
2、负责行业内渠道、客户关系拓展及维护；
3、负责该APP渠道及线上推广策略制定及落实；
4、负责拓展流量、广告互换、栏目共建、活动方面的合作，增加产品的流量和知名度；
5、负责挖掘并分析行业的现状及需求，分析竞争对手。

岗位要求
1、热爱APP，熟悉行业形势，并对其有深入理解，同时关注业内及同行的移动端产品，了解市场动态；
2、具有广泛的业内人脉资源，与业内各渠道、媒体保持良好的合作关系；
3、热爱生活，并具有优秀的人际交往能力和商务谈判能力；
4、2年以上移动端或电商类产品的相关推广经验者优先。
5、电",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85882798
红旗超市运营顾问,6-8千/月,7000,成都树人企业管理服务有限公司,民营公司,500-1000人,成都市青羊区提督街88号四川建行大厦,2015,976,公共交通,10人 | 学历不限 | 工作经验不限,2017-02-22,"
						工作职责：
1、负责成都市区及郊县所有红旗超市点对面支撑服务，活动开展，以红旗超市为中心，开展电信业务受理；
2、负责对红旗商家的日常关系维护以及问题反馈处理；
3、完成每日工作汇报；
工作要求：
1、年龄：25-35岁，男女不限；电子商务、市场营销专业优先；
1、	同岗位工作3年以上工作经验优先，精通使用办公软件；
2、	为人积极乐观，吃苦耐劳，工作认真仔细，优秀的管理能力，对总部下达指示执行力强；
3、	本地人优先，能适应出差者优先。
4、	适应性强，具备较强的职业敏感度，良好的职业道德素质以及团队合作意识。
5、	具备较强的沟通能力和协调能力，较强的管理能力、执行力和监控",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79116363
运营经理（8000-12000/月）,0.8-1.2万/月,10000,秦皇岛康姿百德高新技术开发有限公司,民营公司,5000-10000人,秦皇岛市开发区洋河道12号e谷创想空间B区,8732,3510,公共交通,5人 | 高中 | 工作经验不限,2017-02-22,"
						【薪酬福利】
1、底薪5000元/月（与销售业绩无关）+销售提成，年薪在10万元以上；
2、股权激励；
3、五险一金；
4、带薪年假； 
5、节日福利；

【岗位要求】
1、高中（中专）及以上学历；
2、年龄29-43岁之间；
3、有优秀的销售能力，带过团队的优先考虑；
4、有连锁超市、大型商场、服装、餐饮、家居、电子产品、家电、医疗、护理、房地产、汽车、保险、金融等销售或管理经验者优先；

【岗位职责】
1、执行公司的方案政策，完成店面总体的销售目标；
2、管理店内日常工作，包括店面管理、员工管理、顾客管理；
3、负责店内员工的招聘、培训及后期管理；

【晋升与发展】
1、店",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82840722
环保运营管理人员,0.3-1.5万/月,9000,西藏国策环保科技股份有限公司,民营公司,1000-5000人,成都市猛追湾街94号电视塔影视文化广场339写字楼B栋15层,1559,1293,公共交通,若干人 | 中专 | 2年工作经验,2017-02-22,"
						岗位职责及要求：
1、熟悉城市环卫保洁工作流程；
2、了解生活卫生填埋场、医疗废物、污水处理厂等相关环保设施运作管理流程；
3、了解标准化现场管理及企业成本控制，有环保企业任职管理经验者优先；
4、良好的沟通协调能力，较好的抗压能力；

该岗位工作地点在南宁、防城港

福利待遇：社保、公积金、绩效奖金、各类补助、年终奖、定期培训、带薪年假等						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74422108
三位一体店-运营主管,6-8千/月,7000,上海车享家汽车科技服务有限公司,国企,10000人以上,四川省成都市青羊区蜀金路1号金沙万瑞中心C座2001室,10492,2452,公共交通,若干人 | 大专 | 5-7年工作经验,2017-02-22,"
						岗位职责：

1、完成各种车辆入库、出库、交车、PDI检测等工作；
2、记录库存台帐；
3、协助整车事业部交车；
4、协助车享整车事业部或者根据当地需要开展各项市场活动；

任职要求：

1、大专及以上学历
2、熟练操作OFFICE等办公软件
3、有汽车行业市场从业经验，熟悉汽车进出库流程						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85081077
富硒产品 运营总监,1.5-2万/月,17500,成都星泓投资有限公司,民营公司,500-1000人,成都市高新区天府大道中段天府四街66号(航兴国际2座4楼),16458,3370,公共交通,1人 | 学历不限 | 工作经验不限,2017-02-22,"
						岗位职责：
1、负责富硒农特产品营销系统的整体运营与管理工作，统筹富硒产品线上、线下市场与销售等工作，落实市场策划方案、销售计划和预算计划，完成年度销售目标。
2、分析销售平台阶段运营指数，为平台提出合理化策略和发展布局， 结合线上、线下销售平台特点进行推广策划；
3、营造线上、线下销售平台的网络舆论，引导用户使用、关注平台；
4、协助公司上层安排的其他营运相关事宜。

任职资格：
1、28-45周岁以上；
2、有商超管理、市场开发管理、电商运营管理工作经验者优先；
3、本科以上学历，管理类，市场营销类专业。
4、具有敏锐的市场感知能力，对市场信息有独到的分析",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82455136
校区运营总监（高级）,2-2.5万/月,22500,东方加慧（北京）教育科技有限公司成都分公司,民营公司,500-1000人,成都市高新区天仁路388号凯德天府4楼,9435,2269,公共交通,3人 | 本科 | 3-4年工作经验,2017-02-22,"
						负责本校区的所有运营管理工作，成都6大校区调配。
1、整合各类资源，控制成本，保持校区的业绩可持续稳定增长；
2、负责校区员工的招募、培训与管理；
 3、负责市场品牌活动的策划、推广；
 4、定期激励员工，提高校区运营效率和团队合作；
 5、保持高水准的客户服务和授课质量；
 6、积极与总部配合，完成相关事务的对接；
7、按时向总部提交周报、月报。
任职要求：
1、本科以上学历，MBA、海归更佳；
2、3年以上教育类行业实际管理经验，对品牌有高度认同；
3、熟悉儿童教育学、心理学及管理学相关知识，基础财务知识，基础人事知识；
4、优秀的执行力，准确把控市",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83627480
计划运营经理/主管,1-1.5万/月,12500,成都融创泽辉房地产开发有限公司,上市公司,1000-5000人,高新区奥克斯广场A座,10942,2603,公共交通,若干人 | 本科 | 3-4年工作经验,2017-02-22,"
岗位要求： 1、会同各专业编制项目的年度经营指标与计划节奏； 2、分解公司关键计划节奏给各专业部门、项目，并实时跟踪和推动； 3、整理公司、项目的经营数据，进行动态分析监控，及时提出预警； 4、对接区域和集团运营管理模块，完成区域和集团运营管理指令和完成情况的上传下达； 5、编制各项目的各级节点计划，并实时跟踪和推动； 6、组合公司相关决策会议，落实推动会议相关事项； 7、对各项目的日常运营及跨部门事项进行跟踪与协调； 8、协助完成其他与运营计划相关的工作。  任职资格： 1、211院校全日制统招本科或以上学历，工程、管理及相关专业毕业； 2、5年以上工作经验，其中现场施工管理1-2年的经验",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84241597
京东运营,0.5-1万/月,7500,四川帝王洁具股份有限公司,上市公司,1000-5000人,成都市高新区天府大道中段天府三街19号新希望国际大厦A座15层,15746,2801,公共交通,1人 | 大专 | 工作经验不限,2017-02-22,"
						四川帝王洁具股份有限公司是成立于1994年，是一家集研发、生产、销售为一体的大型卫浴企业集团，公司总部基地位于成都高新技术开发区，于2016年5月25日在中国A股成功挂牌上市，是国内卫浴当之无愧的佼佼者。大品牌、大企业、大卫浴、刚上市的帝王洁具，现招聘电商运营经理1名：
职位描述:
1、店铺的整体营运，包括行业数据分析、活动策划、广告推广、日常销售等； 
2、熟练使用京东营销工具、提出应用方案，提高入店流量，增大点击率和浏览量、转化率；
3、负责店铺日常维护、店铺陈列，提高网店吸引力和产品销量；
4、优化店铺及产品排名；
5、负责线上活动和专题的策划，线上推广创意及效果优化； ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81136850
（精典总部）线上运营总监,1-2万/月,15000,四川精典汽车贸易有限公司,民营公司,1000-5000人,成都市武侯区二环路南四段丽都花园D区精典汽车生活广场,10652,3207,公共交通,1人 | 硕士 | 工作经验不限,2017-02-22,"
岗位职责： 1、负责公司线上产品整体的规划、运营、推广与策划 2、跟进运营方案实施，收集用户反馈，完成产品及运营流程改进 3、负责APP项目后期开发（产品及功能开发） 4、负责互联网运营团队建设，达成公司运营战略规划  任职要求： 1、硕士及以上学历 2、具备线上运营经验及成功案例，对运营平台各个环节理解深刻 3、熟悉各种互联网信息平台，网站营运模式及推广、优化、维护、更新技能知识 4、认可公司企业文化，愿意在汽车服务行业长期发展  薪资福利： 1、关键核心岗位，***； 2、社会保险及住房公积金； 3、补充医疗保险； 4、节假日慰问费（国家法定节假日、集团周年庆）； 5、特殊慰问费（结婚、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83129504
Operations Assistant Officer 助理运营专员,,,澳新银行营运服务（成都）有限公司,外资（非欧美）,500-1000人,成都高新区天府大道天府软件园E3座5层,16986,3055,公共交通,若干人 | 本科 | 无工作经验 | 英语 熟练,2017-02-22,"
						Job title: Operations Assistant Officer
职位：助理运营专员

Role purpose:
This role is primarily providing the bank back office operations services per required timeframes and SLA which includes accounts services, payments, loan, reconciliation, etc.
工作职责：
该职位主要提供银行后台操作服务，并满足内部客户在时间和服务标准上的要求。后台操作服务包括",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82981629
品牌总监,3-4万/月,35000,四川新希望房地产开发有限公司,民营公司,500-1000人,四川省成都市锦江区金石路366号新希望中鼎国际,8732,3510,公共交通,若干人 | 学历不限 | 工作经验不限,2017-02-23,"
						1. 负责总部层面品牌管理，组织公司品牌分析、定位和规划工作，制定品牌传播方案并组织实施；
2. 负责公司品牌形象塑造和价值提升的持续优化，扩大品牌知名度；
3. 主导公司 VI系统的建立、维护，管理公司品牌传播系统；
4. 危机处理，针对市场出现的突发状况制定对应的公关应急预案；                                                                                                                            5.与媒体保持良好关系和充分沟通，促进公司战略、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86185558
品牌推广经理/主管,6-8千/月,7000,成都美景舒适家居有限公司,民营公司,1000-5000人,成都市,5121,2007,公共交通,2人 | 本科 | 3-4年工作经验,2017-02-23,"
						岗位职责
1、公司品牌的管理与推广
2、销售类活动的创意、策划与执行
3、媒体的选择、投放以及关系维护
4、带领和管理好本小组员工，完成部门制定的工作目标，并在工作中形成良好的氛围
岗位要求
1、年龄：25——35岁
2、本科及以上学历
3、3年以上市场或媒体工作经验，2年以上主管工作经验
4、具有较强的公关能力、市场策划能力、品牌管理能力、演讲能力、影响力
税后薪资：8000——10000元/月

亦可于2016年11月19日和20日至新会展中心现场招聘会面试，展位号：8C134S						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=61368365
品牌总监,1-1.5万/月,12500,尚作有机,民营公司,500-1000人,成都市青羊区工业集中发展区G区7栋5楼,11889,3570,公共交通,1人 | 学历不限 | 工作经验不限,2017-02-23,"
						岗位职责：
1、公司品牌研究与整体战略规划，制定年度及阶段性的品牌传播策略与推广计划，并负责调配资源推进落地实施；
2、组织搭建品牌管理工作体系，推动品牌策略的组织实施； 进行产品市场推广的策划和实施,并对推广效果进行跟踪；
3、密切配合各部门的宣传推广活动，从品牌管理角度给出合理化建， 定期分析市场情况,并提出有效推广的建议；
4、结合不同的媒体形式，分别确定品牌传播的创意与内容； 负责公司的新媒体发展研究与管理工作；
5、品牌维护与管理，负责品牌相关整合营销活动的策划及实施；负责品牌及产品广告的创意管理；
6、公司品牌整合传播管理，包括公关、宣传、广告、媒介等所有涉及到品牌",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85430910
品牌推广经理,0.8-1.2万/月,10000,贵州千禧绿色环保出租汽车服务有限公司成都分公司,民营公司,500-1000人,成都市高新区天府大道中段500号东方希望天祥2栋13层,15099,2902,公共交通,若干人 | 本科 | 5-7年工作经验,2017-02-23,"
						岗位职责：
1、拟订公司整体品牌策略，对公司品牌建设提出战略性建议。根据市场定位和产品特性，提炼公司品牌的品牌精神、诉求及个性形象，进而持续地沟通传播，提升公司品牌知名度及美誉度
2、根据公司市场发展规划，规划市场宣传策略，制定年度市场宣传策略和计划，统筹公司各大宣传渠道，并分析汇报工作成效
3、进行市场调研与分析，研究同行、业界发展状况，定期进行市场情报分析，为公司品牌策略及市场宣传决策提供依据
4、积极推进品牌宣传工作项目，管理项目进度
5、维护与有关机构、合作伙伴之间的关系，寻找合作机会，获取外部资源
6、建立完善品牌推广工作流程以及制度规范，负责团队人员的管",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84993799
品牌推广总监/网络部总监,1.5-2万/月,17500,成都天伦美装饰工程有限公司,民营公司,500-1000人,青羊区顺城街锣锅巷21号,3247,1681,公共交通,1人 | 大专 | 5-7年工作经验,2017-02-23,"
						岗位职责：

1、协助总经理制定有明确步骤，可实施，符合企业发展战略的，全年营销策略和品牌推广计划。

2、品牌推广。
（1）对市场竞争、走势的总体关注，把握、分析具体情况，制定媒体广告投放计划，与媒体密切联系，把握媒体动向，并与之建立长期友好的关系，
（2）组织安排小区楼盘拓展计划，各种展示活动，展会布置及相关外联工作，监督制作市场价格等情况，
（3）开发、维护开发商、物业、媒体、政府等公关关系；目标市场、消费者心理、竞争对手市场调研体系运作。

3、部门内部管理。监督管理部门平面设计师、文案、网络策划专员的品牌推广工作及品推客户经理的销售工作，并有所成效。

任职资格：

",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74358048
品牌投资经理,20-25万/年,18750,蓝润商业管理公司,民营公司,10000人以上,四川省成都市锦江区成都国际金融中心1号写字楼39楼,1521,1048,公共交通,1人 | 本科 | 工作经验不限,2017-02-23,"
						岗位职责：
1.  负责商业品牌投资和孵化；
2.  围绕关键需求进行品牌投资/孵化，形成一套包括主题定位、空间设计、商户组合和主题营销在内的体系，与细分领域的龙头品牌强强联手，联合外部投资资金进行快速的复制开发；
3.  对有需求或符合产业链整合要求的品牌进行投资/合作；
4.  整合投资/孵化主题价值链品牌，包括但不限于教育、医疗、美食、游乐、运动、主题零售等特色空间品牌；
5.  与潜力型品牌新秀合作投资其股权，与成熟型优秀品牌在蓝润商业项目进行合资/合作开店，与国外优秀品牌洽谈代理/合作。
 
任职要求：
1.  全日制本科及以上学历；
2.  具备一",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85571636
品牌主管,,,碧桂园四川区域,外资（非欧美）,10000人以上,四川省成都市高新区环球中心,13912,2950,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-23,"
						一、岗位职责
1、负责区域/项目品牌形象规范以及 新进城市品牌落地 ；
2、品牌活动策划与管理及项目品牌活动策划与管理   
3、媒体关系管理与危机处理 ；
4、集团宣传平台和社会化媒体管理。

二、任职资格
1、全日制统招本科或以上学历，新闻学、平面设计等相关专业；
2、1年以上企业品牌管理工作经验或新闻媒体工作经验；
3、熟练操作平面设计相关软件，良好的文字功底；
4、良好的沟通协调能力与抗压能力。

工作地址：
四川省成都市						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=75436810
化妆品培训讲师（SUM37品牌）,10-15万/年,10416.67,LG生活健康（化妆品、日用品）成都分公司,外资（非欧美）,500-1000人,成都市一环路北一段99号环球广场3501室,6853,2354,公共交通,1人 | 大专 | 5-7年工作经验 | 普通话 熟练,2017-02-23,"
						1、负责苏秘品牌BC管理制度及教育操作流程的执行
2、配合公司总部进行苏秘品牌各类教育活动的组织、策划和执行。
4、根据公司要求制定相应的品牌教育计划
5、不定期开展配合品牌的各类营业所活动支持
6、辅助营业所开展相关工作
任职资格：
1、 拥有5年以上知名化妆品教育培训和授课经验，并能独自完成品牌产品的教育、课件开发、管理和监督。
2、 具有较丰富的美容专业知识，能进行相关教育资料的编辑和制作。（具有美容师初级以上证书者优先）。
3、 具有较好的口才和表达能力，面容较好。
3、能适应外地出差，拥有化妆品零售商销售经验者优先。
4、对工作有责任心，具有团队合",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84794804
品牌男装职业店长,5-8千/月,6500,成都杰尼威尼电子商务有限公司,民营公司,500-1000人,成都市金牛区万达广场甲级写字楼A座七楼,6872,1935,公共交通,3人 | 中专 | 3-4年工作经验,2017-02-23,"
岗位职责：1、协助新店开业的前期准备工作；2、负责门店新人带教，人才培养，做好人才储备工作；3、负责门店日常管理、人员安排；4、负责店铺数据上报的准确性、及时性； 5、新店铺正常运营后交与店长，并负责后期跟进工作；6、监督、协助店长妥善正确处理员工关系，做好团队建设工作。任职要求：1、男女不限，形象气质佳； 2、能接受出差，服从公司调配； 3、有责任心，管理能力较强；4、有服装、鞋业、内衣等相关行业工作经验者优先考虑；5、可接受相关专业优秀应届毕业生。联系人：邓先生15208441521 ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85945535
品牌推广经理,6-8千/月,7000,实创家居装饰集团（成都）有限公司,民营公司,1000-5000人,成都金牛区沙湾路63号网通大厦2层,6888,2410,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-23,"
						岗位职责：

1、 全面负责公司公司品牌及产品品牌规划、设计、推广及管理工作 ;
2、组织实施品牌推广策略及品牌发展策略，建立有效的分析、评估体系，保障品牌建设及推广效果 ;
3、开展市场调查，分析同行或竞争对手的品牌活动对公司的影响;
4、 策划、组织、实施营销活动、展会活动，保证销售额目标及回款额目标完成;
5、负责媒体合作及广告投放，宣传公司品牌形象；
6、控制媒体广告费用、活动费用，降低投入产出比。

任职资格：

1、新闻学、设计学、市场营销学或相关专业专科以上学历；
2、对家装行业有较为深入的了解，熟悉网络营销模式；
3、有2年以上相关行业经验；
4、具有较强的沟通",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85318812
品牌经理/渠道经理,30-40万/年,29166.67,蔚蓝卡地亚集团,外资（非欧美）,500-1000人,中航城市广场1栋20楼,10779,2472,公共交通,1人 | 本科 | 10年以上工作经验 | 普通话 熟练,2017-02-23,"
						岗位职责：
1）负责渠道方资源开拓；
2）负责品牌资源管理；
3）负责客户资源开拓，转化销售等工作。

任职要求：
1）具备公关及拓展能力；
2）熟悉高端产品的渠道资源。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=68332535
品牌主管,6-8千/月,7000,创世纪国际教育集团,民营公司,1000-5000人,成都市高新区天益街理想中心3栋3楼,10465,2220,公共交通,1人 | 本科 | 工作经验不限,2017-02-23,"
						工作职责
岗位职责:
1.负责为创世纪教育集团旗下部分教育培训项目策划全年品牌营销方案；
2.根据全年营销方案策划不同类型活动，撰写活动方案；
3.根据活动方案，带领团队完成活动前期筹备，活动执行及活动反馈；
4.负责对内与各部门，各项目方的沟通协调，确保活动顺利开展；对外开拓优质的渠道资源及客户资源，并建立良好合作关系。

任职资格
任职资格:
1.2年以上品牌营销策划相关工作经验，1年以上主管经验；
2.有丰富的活动策划及统筹执行经验；
3.熟悉公关媒体品牌推广运作，具有出色的品牌策略能力及整合传播技巧；
4.品牌意识强，具有出色提案能力和沟通技巧,有",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84408253
品牌主管（餐饮）,5-8千/月,6500,成都巴蜀辣妹子饮食文化发展有限公司,民营公司,500-1000人,天府广场人民南路一段86号城市之心6楼,3528,1349,公共交通,1人 | 大专 | 工作经验不限,2017-02-23,"
						岗位职责：
1.负责公司旗下各类品牌的管理，推广，策划；
2.能独立完成品牌策划方案，制定线上线下活动及推广；
3.新媒体渠道维护及推广；
4.维护公司自媒体，软文编辑。
5.对接各类平台，比如大众，美团等；

任职要求：
1.熟悉传统及新媒体渠道及操作运用，有一定的行业基础；
2.做过餐饮行业品牌推广及管理3年以上；
3.思维活跃，有行业敏感度；
4.精通软文编辑，熟悉大众等各类平台后台操作。
工作地址
成都市青羊区人民南路一段86号城市之心6楼餐投网办公室						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80823246
